process_group,process_date,lot_number,wafer_number,n_samples,n_process_signals,EpdIntensity_mean,EpdIntensity_std,EpdIntensity_min,EpdIntensity_max,ForeLinePressure_mean,ForeLinePressure_std,ForeLinePressure_min,ForeLinePressure_max,Gas1Flow_mean,Gas1Flow_std,Gas1Flow_min,Gas1Flow_max,Gas2Flow_mean,Gas2Flow_std,Gas2Flow_min,Gas2Flow_max,Gas3Flow_mean,Gas3Flow_std,Gas3Flow_min,Gas3Flow_max,Gas4Flow_mean,Gas4Flow_std,Gas4Flow_min,Gas4Flow_max,Gas5Flow_mean,Gas5Flow_std,Gas5Flow_min,Gas5Flow_max,Gas6Flow_mean,Gas6Flow_std,Gas6Flow_min,Gas6Flow_max,Gas7Flow_mean,Gas7Flow_std,Gas7Flow_min,Gas7Flow_max,Gas8Flow_mean,Gas8Flow_std,Gas8Flow_min,Gas8Flow_max,Heater1Temp_mean,Heater1Temp_std,Heater1Temp_min,Heater1Temp_max,Heater2Temp_mean,Heater2Temp_std,Heater2Temp_min,Heater2Temp_max,Heater3Temp_mean,Heater3Temp_std,Heater3Temp_min,Heater3Temp_max,Heater4Temp_mean,Heater4Temp_std,Heater4Temp_min,Heater4Temp_max,Heater5Temp_mean,Heater5Temp_std,Heater5Temp_min,Heater5Temp_max,Heater6Temp_mean,Heater6Temp_std,Heater6Temp_min,Heater6Temp_max,Heater7Temp_mean,Heater7Temp_std,Heater7Temp_min,Heater7Temp_max,Heater8Temp_mean,Heater8Temp_std,Heater8Temp_min,Heater8Temp_max,HeliumBPFlow_mean,HeliumBPFlow_std,HeliumBPFlow_min,HeliumBPFlow_max,HeliumBPPressure_mean,HeliumBPPressure_std,HeliumBPPressure_min,HeliumBPPressure_max,PlatenDcBias_mean,PlatenDcBias_std,PlatenDcBias_min,PlatenDcBias_max,PlatenRFLoadCapacitor_mean,PlatenRFLoadCapacitor_std,PlatenRFLoadCapacitor_min,PlatenRFLoadCapacitor_max,PlatenRFLoadPower_mean,PlatenRFLoadPower_std,PlatenRFLoadPower_min,PlatenRFLoadPower_max,PlatenRFPeakToPeak_mean,PlatenRFPeakToPeak_std,PlatenRFPeakToPeak_min,PlatenRFPeakToPeak_max,PlatenRFReflectedPower_mean,PlatenRFReflectedPower_std,PlatenRFReflectedPower_min,PlatenRFReflectedPower_max,PlatenRFTuningCapacitor_mean,PlatenRFTuningCapacitor_std,PlatenRFTuningCapacitor_min,PlatenRFTuningCapacitor_max,Pressure_mean,Pressure_std,Pressure_min,Pressure_max,SourceRF2LoadCapacitor_mean,SourceRF2LoadCapacitor_std,SourceRF2LoadCapacitor_min,SourceRF2LoadCapacitor_max,SourceRF2LoadPower_mean,SourceRF2LoadPower_std,SourceRF2LoadPower_min,SourceRF2LoadPower_max,SourceRF2PeakToPeak_mean,SourceRF2PeakToPeak_std,SourceRF2PeakToPeak_min,SourceRF2PeakToPeak_max,SourceRF2ReflectedPower_mean,SourceRF2ReflectedPower_std,SourceRF2ReflectedPower_min,SourceRF2ReflectedPower_max,SourceRF2TuningCapacitor_mean,SourceRF2TuningCapacitor_std,SourceRF2TuningCapacitor_min,SourceRF2TuningCapacitor_max,SourceRFLoadCapacitor_mean,SourceRFLoadCapacitor_std,SourceRFLoadCapacitor_min,SourceRFLoadCapacitor_max,SourceRFLoadPower_mean,SourceRFLoadPower_std,SourceRFLoadPower_min,SourceRFLoadPower_max,SourceRFPeakToPeak_mean,SourceRFPeakToPeak_std,SourceRFPeakToPeak_min,SourceRFPeakToPeak_max,SourceRFReflectedPower_mean,SourceRFReflectedPower_std,SourceRFReflectedPower_min,SourceRFReflectedPower_max,SourceRFTuningCapacitor_mean,SourceRFTuningCapacitor_std,SourceRFTuningCapacitor_min,SourceRFTuningCapacitor_max,ThermoCouple1Temp_mean,ThermoCouple1Temp_std,ThermoCouple1Temp_min,ThermoCouple1Temp_max,ThermoCouple2Temp_mean,ThermoCouple2Temp_std,ThermoCouple2Temp_min,ThermoCouple2Temp_max,ThermoCouple3Temp_mean,ThermoCouple3Temp_std,ThermoCouple3Temp_min,ThermoCouple3Temp_max,ThermoCouple4Temp_mean,ThermoCouple4Temp_std,ThermoCouple4Temp_min,ThermoCouple4Temp_max,attenuatorRatio_mean,attenuatorRatio_std,attenuatorRatio_min,attenuatorRatio_max,moriInnerCurrent_mean,moriInnerCurrent_std,moriInnerCurrent_min,moriInnerCurrent_max,moriOuterCurrent_mean,moriOuterCurrent_std,moriOuterCurrent_min,moriOuterCurrent_max
Day_2024_07_02_Wafer_01,2024-07-02,1,1,3245,44,18.659691411975444,119.71635110432389,0.12300000339746475,791.5909423828125,127.43974656985243,34.89874522276514,20.752586364746094,157.4755096435547,7.207149461201049,35.0349915975248,0.0,200.0,4.15832357656423,0.11407332177533164,3.6700000762939453,4.440000057220459,0.0,0.0,0.0,0.0,71.43391342596517,121.88954155938995,0.0,300.0199890136719,408.1156071789276,270.4895625932787,0.0,600.030029296875,0.0,0.0,0.0,0.0,2.00284128912792,0.03590814454657276,1.850000023841858,2.130000114440918,0.0,0.0,0.0,0.0,1371.0139565301786,0.03465396981510263,1371.0,1371.0999755859375,54.42363645321416,0.12486336366713097,54.20000076293945,54.70000076293945,10.162711891738587,0.04937353934764211,10.100000381469727,10.300000190734863,59.995253991125544,0.09808052298517403,59.70000076293945,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6687306599504959,0.4330336028915907,0.0,9.458296775817871,14.378463729281547,2.9416066098725744,0.0,14.993133544921875,1.911248689660306,11.15972833903303,-32.074954986572266,30.42695426940918,86.07706086507012,14.047291051787674,7.861567974090576,94.56465148925781,40.96448268390767,22.987686031312016,0.0,80.29419708251953,520.5115468452818,230.63070930185245,0.0,976.3710327148438,3.3647996920340324,8.137334704547719,0.0,222.5257110595703,28.403409317498582,3.9310172726276003,14.267403602600098,50.065616607666016,0.04060548501177468,0.009191642471488522,0.0006000000284984708,0.07400000095367432,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.18452177238758247,3.1694812026143597,0.0,60.121463775634766,0.0,0.0,0.0,0.0,1.9436055469953775,0.23071740838947596,1.0,2.0,1.0,0.0,1.0,1.0,2587.1435492046808,708.7525433887411,0.0,2806.482177734375,3054.1706359016875,794.0651055277006,0.0,3383.4345703125,138.8562100766436,176.97305166144696,0.0,1000.0,3.0077041602465333,0.23213438696350816,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.823346474211094,1.3137501520188843,0.0,10.050966262817383,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_02,2024-07-02,1,2,3298,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,125.29893167066604,36.72257168586008,20.142215728759766,157.4755096435547,7.0468768955718355,34.60185750329107,0.0,200.0,3.973226222000099,0.1402306222662682,3.440000057220459,4.400000095367432,0.0,0.0,0.0,0.0,70.39368377980003,121.22366885262537,0.0,300.0,401.4825184211415,273.306110997328,0.0,600.010009765625,0.0,0.0,0.0,0.0,2.0399696421738898,0.037732153831394194,1.8799999952316284,2.1600000858306885,0.0,0.0,0.0,0.0,1371.0130350218171,0.03366921261911383,1371.0,1371.0999755859375,54.42683412726537,0.16385044624493855,54.099998474121094,54.70000076293945,10.155700487249037,0.04968123713125683,10.100000381469727,10.199999809265137,59.99939337291452,0.07846434673759183,59.79999923706055,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67296250747362,0.4399563437877532,0.14160588383674622,9.9075288772583,14.388317295250168,2.920233078897958,0.004272591322660446,14.993133544921875,3.376524210699115,14.258217860691275,-32.074954986572266,35.34043502807617,85.08170768186639,18.654935566708538,0.0,93.25235748291016,40.261918338014546,23.344886384908907,0.0,80.29419708251953,514.4097683260555,239.3720349793854,0.0,979.2550659179688,3.2087880769589767,7.893905724749421,0.0,223.62437438964844,28.4468986095986,3.984142183214082,24.2133846282959,49.94354248046875,0.04036400816925751,0.009340586278252303,0.0006000000284984708,0.06919999420642853,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.07763805007703237,1.99344336978486,0.0,53.40739059448242,0.0,0.0,0.0,0.0,1.9445118253486962,0.22896535363045967,1.0,2.0,1.0,0.0,1.0,1.0,2534.1159806769138,789.8995213765295,0.0,2805.978515625,2993.2357922814845,880.1799864896548,0.0,3356.273193359375,137.38881595317318,184.8903047904784,0.0,1000.0,3.008186779866586,0.22759237339360525,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.82354087551989,1.3145651859699783,0.0,10.016724586486816,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_03,2024-07-02,1,3,3247,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.95352162571734,34.67152455163028,20.142215728759766,157.17031860351562,7.186208807923242,35.02596068480497,0.0,200.0,3.9778595943615405,0.12250043091654572,3.369999885559082,4.28000020980835,0.0,0.0,0.0,0.0,71.36342758812357,121.86035664220191,0.0,300.0,407.9979383897003,270.47255006683275,0.0,600.010009765625,0.0,0.0,0.0,0.0,2.045423429894161,0.04287634854533457,1.8799999952316284,2.1500000953674316,0.0,0.0,0.0,0.0,1371.0129010688352,0.033521640955539826,1371.0,1371.0999755859375,54.417831722831664,0.1719172136168051,54.099998474121094,54.70000076293945,10.155959408357395,0.049650953744501,10.100000381469727,10.199999809265137,60.00455773027266,0.08430823539936631,59.79999923706055,60.099998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6764453597892275,0.44907736656656044,0.13794367015361786,9.966124534606934,14.374781262294757,2.951043121755817,0.004272591322660446,14.993743896484375,2.6535594920800727,13.896962897306446,-44.3739128112793,34.699546813964844,86.55485396286801,14.097557822634728,7.608264446258545,93.24320220947266,40.91268891175049,22.97718978440984,0.0,80.33997344970703,523.826398219187,230.44065170066355,0.0,982.6883544921875,3.1433829762739127,7.697233407552694,0.0,225.13504028320312,28.59905403990139,3.9547853881630686,24.24390411376953,50.132755279541016,0.0406221124236875,0.009166202358693185,0.0006000000284984708,0.07240000367164612,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08224113118953252,2.094547661145745,0.0,53.865169525146484,0.0,0.0,0.0,0.0,1.9433323067446875,0.23124215491248842,1.0,2.0,1.0,0.0,1.0,1.0,2586.155744885679,710.1324980635804,0.0,2804.8037109375,3053.1964601940253,796.9990078826654,0.0,3362.22412109375,138.2368000484395,176.07123930907565,0.0,1000.0,3.007699414844472,0.23206294070802863,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.821377523062154,1.324750474951571,0.0,10.026795387268066,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_04,2024-07-02,1,4,3247,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.69260565567134,34.64471548476969,20.44740104675293,156.86514282226562,7.2275700649463985,35.01670862169529,0.0,200.0,3.991478313473066,0.12666039183741146,3.359999895095825,4.289999961853027,0.0,0.0,0.0,0.0,71.41886954508323,121.87244550458125,0.0,300.010009765625,407.8813170108836,270.6511997295395,0.0,600.010009765625,0.0,0.0,0.0,0.0,2.0520603166274154,0.037411259546663106,1.9199999570846558,2.140000104904175,0.0,0.0,0.0,0.0,1371.011854204061,0.03232538719153724,1371.0,1371.0999755859375,54.432245159942184,0.17960837011983646,54.20000076293945,54.79999923706055,10.199999809265137,0.0,10.199999809265137,10.199999809265137,60.003356697451416,0.08651007353737432,59.70000076293945,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.615242167265554,0.42625546148871246,0.14526811242103577,9.723196983337402,14.374704564354504,2.950998356843539,0.0,14.993133544921875,3.4489863286724742,12.806949850260407,-95.919677734375,35.46250915527344,86.35268365106914,14.03746953529123,6.933805465698242,92.7243881225586,40.91760926324476,22.99576383038159,0.0,80.15686798095703,526.4545095553573,229.26394932027793,0.0,980.9030151367188,3.213466527177383,7.675505811409587,0.0,221.79327392578125,28.662895691369105,3.917933630626661,24.23474884033203,50.068668365478516,0.040581182255041086,0.009239758849415238,0.0006000000284984708,0.07249999791383743,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.049156698844305804,1.6177658319627457,0.0,54.93331527709961,0.0,0.0,0.0,0.0,1.9433323067446875,0.23124215491248842,1.0,2.0,1.0,0.0,1.0,1.0,2585.960029961551,709.9908985539009,0.0,2806.64990234375,3049.1269319591283,795.9866514584866,0.0,3360.087890625,135.95313762347487,176.0271827279295,0.0,1000.0,3.007699414844472,0.23206294070802863,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.820791944122549,1.3246657109283628,0.0,10.022767066955566,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_05,2024-07-02,1,5,3298,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,124.94266646034144,36.69897906912593,20.44740104675293,156.55995178222656,7.152380231108229,34.75206058187872,0.0,200.0,4.059784738348064,0.1091082971332295,3.6600000858306885,4.340000152587891,0.0,0.0,0.0,0.0,70.36819557242633,121.21649811950678,0.0,300.0,401.20762152560485,273.45882966079887,0.0,600.010009765625,0.0,0.0,0.0,0.0,2.0565311846550918,0.037587679337762255,1.940000057220459,2.190000057220459,0.0,0.0,0.0,0.0,1371.014762920058,0.035473501794987365,1371.0,1371.0999755859375,54.412735260638996,0.21730238415329625,54.0,54.70000076293945,10.197877331890432,0.019896102690272244,10.100000381469727,10.300000190734863,60.00788324192989,0.08329487617064692,59.79999923706055,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6145042939040428,0.44234430823987547,0.13916440308094025,10.022278785705566,14.384122248428374,2.928864869325886,0.0048829615116119385,14.993743896484375,2.465549480271672,12.319752942936304,-85.26871490478516,40.162357330322266,84.49049533997578,18.519005259895152,0.0,92.94412231445312,40.260585808623844,23.356091218486853,0.0,80.20264434814453,515.2810932712312,239.69757666872525,0.0,981.8643798828125,3.388887075525457,8.06046530712927,0.0,222.20526123046875,28.648053325400923,3.909125644983802,24.26526641845703,50.065616607666016,0.0403852936821417,0.009291771729509096,0.0006000000284984708,0.06560000032186508,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0786559508018887,2.0197406022676514,0.0,54.780723571777344,0.0,0.0,0.0,0.0,1.9442086112795633,0.22955323442652859,1.0,2.0,1.0,0.0,1.0,1.0,2533.27407444109,791.1345848835641,0.0,2804.6357421875,2992.818267396611,881.9880940564809,0.0,3361.766357421875,139.7947628842006,185.69383878949228,0.0,1000.0,3.00758035172832,0.23026306065553448,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.824302455596738,1.3146701681379096,0.0,10.020752906799316,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_06,2024-07-02,1,6,3246,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.8747326127556,34.74945342798666,20.44740104675293,156.86514282226562,7.235705492448794,35.023526029176345,0.0,200.0,3.885536060095274,0.12187218576458819,3.5399999618530273,4.289999961853027,0.0,0.0,0.0,0.0,71.33459924382645,121.84185669993491,0.0,300.0,407.99506637760686,270.5495535421879,0.0,600.030029296875,0.0,0.0,0.0,0.0,2.0660781997702995,0.03790903536176551,1.9199999570846558,2.1700000762939453,0.0,0.0,0.0,0.0,1371.0133670376763,0.03403022908910515,1371.0,1371.0999755859375,54.41275388608358,0.23920309871589618,54.099998474121094,54.79999923706055,10.166882319870512,0.048042633670435375,10.100000381469727,10.300000190734863,60.003758248912646,0.07939250740414296,59.79999923706055,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6322005914222364,0.43520898921080087,0.13183996081352234,9.853816032409668,14.374557292878453,2.951042571738416,0.006714072078466415,14.993133544921875,3.2857885772037565,11.37732633572118,-53.68205642700195,31.8002872467041,86.30184508515815,14.014744120745306,7.193212509155273,92.7854232788086,40.910386265315765,22.963039994478777,0.0,79.927978515625,528.3508773493459,231.1198080136227,0.0,981.5210571289062,3.3078030892467045,7.688754291383107,0.0,224.036376953125,28.74833808823713,3.9069170263425677,24.27136993408203,50.151065826416016,0.040601262581883,0.009253890661157163,0.0006000000284984708,0.0731000006198883,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16448592669568676,2.9622787964227415,0.0,56.61183547973633,0.0,0.0,0.0,0.0,1.9433148490449785,0.2312756426289389,1.0,2.0,1.0,0.0,1.0,1.0,2586.814399347875,708.4745017470012,0.0,2806.482177734375,3050.8143422989956,793.1934185723808,0.0,3359.4775390625,140.05827949056774,177.41974710626343,0.0,1000.0,3.007701786814541,0.23209865558836837,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.820928900607633,1.3248917627379262,0.0,10.026795387268066,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_07,2024-07-02,1,7,3247,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.68847012615292,34.58578422636772,20.142215728759766,156.55995178222656,7.23530950878661,35.01929377004458,0.0,200.0,4.032901171137085,0.10787173532793427,3.509999990463257,4.309999942779541,0.0,0.0,0.0,0.0,71.45732332725785,121.89176476999228,0.0,300.010009765625,407.87664148763105,270.6954383505347,0.0,600.02001953125,0.0,0.0,0.0,0.0,2.0480258294828935,0.0394877872394564,1.8799999952316284,2.1600000858306885,0.0,0.0,0.0,0.0,1371.0112076111122,0.03154652808570663,1371.0,1371.0999755859375,54.4083149049111,0.2320286673091016,54.0,54.70000076293945,10.198151960276,0.013469416111520112,10.100000381469727,10.199999809265137,60.00671368508769,0.07019312836913984,59.79999923706055,60.099998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6254645058484234,0.43571952625105326,0.13916440308094025,9.98809814453125,14.37467166370806,2.9506513515335357,0.0079348124563694,14.993743896484375,2.7920911587455803,10.463529272524918,-51.14902114868164,33.69243621826172,86.23823317300733,14.080044223339575,6.054872512817383,92.7915267944336,40.89843535474678,22.99300277167458,0.0,79.927978515625,527.2426431019709,230.79730911103445,0.0,982.82568359375,3.36006251982094,7.685988508944101,0.0,221.06082153320312,28.756192871413305,3.876970668447023,24.24390411376953,50.05645751953125,0.040598244013296036,0.00923029419767893,0.0006000000284984708,0.07459999620914459,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11513758601502047,2.478457720121586,0.0,56.154056549072266,0.0,0.0,0.0,0.0,1.9433323067446875,0.23124215491248842,1.0,2.0,1.0,0.0,1.0,1.0,2585.9851534990007,710.0429994907378,0.0,2804.6357421875,3047.738751598531,795.4577605124409,0.0,3357.799072265625,137.5531835876839,176.3362589777193,0.0,1000.0,3.007699414844472,0.23206294070802863,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.821469333085934,1.324759169851156,0.0,10.032837867736816,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_08,2024-07-02,1,8,3298,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,124.838933172625,36.64838500884846,20.142215728759766,156.25477600097656,7.113511236391854,34.76039738350256,0.0,200.0,4.082498505666373,0.09831704090649075,3.5199999809265137,4.369999885559082,0.0,0.0,0.0,0.0,70.43594865679623,121.22689845082553,0.0,300.010009765625,401.0275548290147,273.59245668546146,0.0,600.02001953125,0.0,0.0,0.0,0.0,2.0187022251169053,0.031226277052182793,1.8899999856948853,2.119999885559082,0.0,0.0,0.0,0.0,1371.0162786202693,0.03691726381418252,1371.0,1371.0999755859375,54.40539704734011,0.2415476503203535,54.0,54.79999923706055,10.173195843265734,0.0453157346311883,10.100000381469727,10.300000190734863,60.0018493381683,0.08205422712335478,59.79999923706055,60.099998474121094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6182242562783133,0.4261354761289155,0.13306070864200592,9.758598327636719,14.384275117986189,2.9286747392215706,0.009765923023223877,14.993133544921875,3.1800786539451362,9.974507364394675,-66.37776184082031,33.845027923583984,84.43426906691131,18.4742469890502,0.0,92.6419906616211,40.24076448548122,23.34842108526242,0.0,79.927978515625,517.4325787328531,238.59280134831133,0.0,981.7957153320312,3.3357526698325386,7.778438055248354,0.0,224.53993225097656,28.698405199299586,3.8643727743900036,24.23780059814453,49.96490478515625,0.04037643975169206,0.009355435816097402,0.0006000000284984708,0.06930000334978104,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11326457082032435,2.4577366768374773,0.0,56.61183547973633,0.0,0.0,0.0,0.0,1.9442086112795633,0.22955323442652859,1.0,2.0,1.0,0.0,1.0,1.0,2533.1265275260043,791.1008503269226,0.0,2804.8037109375,2989.8329499975125,880.9877792422564,0.0,3353.83154296875,139.73749220896943,186.22010781941637,0.0,1000.0,3.00758035172832,0.23026306065553448,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.823492633421685,1.3145553625404702,0.0,10.016724586486816,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_09,2024-07-02,1,9,3246,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.95549475022914,34.64317400677823,20.142215728759766,156.86514282226562,7.186266182301519,35.03236251248069,0.0,200.0,4.064054244988066,0.10268360942828098,3.5799999237060547,4.349999904632568,0.0,0.0,0.0,0.0,71.42251036118186,121.81905462325186,0.0,300.0,407.9444008690023,270.5483153952495,0.0,600.030029296875,0.0,0.0,0.0,0.0,2.0772950798364898,0.04085168045265832,1.909999966621399,2.190000057220459,0.0,0.0,0.0,0.0,1371.012073453385,0.03258234723536621,1371.0,1371.0999755859375,54.41333924703075,0.24983985071083548,54.0,54.79999923706055,10.121442033270592,0.0432415070523441,10.0,10.300000190734863,60.01417096573412,0.08205329286161771,59.70000076293945,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58673647472558,0.43023563787560704,0.13306070864200592,9.9002046585083,14.374600360116068,2.9510584322484066,0.005493331700563431,14.993743896484375,2.603324759395785,9.74895020038958,-66.19464874267578,32.04443359375,86.10614861166925,13.945964928022073,7.300027370452881,92.57179260253906,40.92691475274162,22.976858331294935,0.0,79.8822021484375,527.7124635763397,230.09197916781147,0.0,983.2377319335938,3.2844629218607904,7.487761861836691,0.0,223.30393981933594,28.767588469692754,3.849457099760841,24.23474884033203,50.074771881103516,0.040644053747733735,0.00915699374037686,0.0006000000284984708,0.07830000668764114,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0637447618072002,1.8155887114400393,0.0,52.949615478515625,0.0,0.0,0.0,0.0,1.9433148490449785,0.2312756426289389,1.0,2.0,1.0,0.0,1.0,1.0,2586.7569478822943,708.5178136751676,0.0,2805.642822265625,3050.2327897782247,792.8259896439882,0.0,3358.104248046875,140.025692523258,177.41396361698816,0.0,1000.0,3.007701786814541,0.23209865558836837,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.821466256128147,1.3249700060598946,0.0,10.024781227111816,0.0,0.0,0.0,0.0
Day_2024_07_02_Wafer_10,2024-07-02,1,10,3247,44,0.12300000339746475,0.0,0.12300000339746475,0.12300000339746475,126.65613760212439,34.65870002530616,19.53184700012207,157.17031860351562,7.242211271297677,35.01668627936074,0.0,200.0,4.037468455041193,0.11316564213573357,3.5299999713897705,4.300000190734863,0.0,0.0,0.0,0.0,71.31986410785518,121.84128075255639,0.0,300.0,407.9258349162085,270.5768904487482,0.0,600.030029296875,0.0,0.0,0.0,0.0,2.069026743884743,0.0383939868014847,1.909999966621399,2.1700000762939453,0.0,0.0,0.0,0.0,1371.0143174152945,0.03502543964634974,1371.0,1371.0999755859375,54.40046189181578,0.23577831444146685,54.0,54.79999923706055,10.130489889790471,0.04604319896832965,10.100000381469727,10.199999809265137,59.99790557494779,0.07959667110614053,59.79999923706055,60.20000076293945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6088497280973562,0.43584252015298697,0.13306070864200592,10.052797317504883,14.374621288703475,2.9508621220375324,0.0024414807558059692,14.993743896484375,2.8596134737964625,8.88035000472889,-31.8308048248291,29.602954864501953,85.97767066074438,13.966621432507678,7.38853120803833,92.90750122070312,40.88191193068692,22.972228916646326,0.0,79.927978515625,525.6392652854062,231.6057146999717,0.0,982.3450317382812,3.323885823529722,7.568695893275702,0.0,222.80038452148438,28.790488819654517,3.907247890080335,24.26831817626953,50.117496490478516,0.04060603588769166,0.009295385787479366,0.0006000000284984708,0.07800000160932541,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.08242911105894624,2.0998795094090514,0.0,56.00146484375,0.0,0.0,0.0,0.0,1.9433323067446875,0.23124215491248842,1.0,2.0,1.0,0.0,1.0,1.0,2585.9392986103758,710.0096541255325,0.0,2805.810791015625,3047.708437370674,795.3861027514112,0.0,3381.29833984375,139.16477151629712,177.16086272289732,0.0,1000.0,3.007083461656914,0.2347223949806454,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.82106488148249,1.3247060753830884,0.0,10.018738746643066,0.0,0.0,0.0,0.0
